"","Season","Region","Year","benthivore","benthos","piscivore","planktivore","undefined","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"34","Fall",2,2013,285.842543856879,17.4578947368667,844.080116985804,2419.82273362262,894.913815866267,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"35","Fall",2,2014,412.099537035958,8.3574074075,1497.81018517204,3905.56712926175,410.260416664917,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"36","Fall",2,2015,375.5810776705,12,556.072869678675,1775.7834273516,1763.36845232731,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"37","Fall",2,2016,246.313684638767,21.2954248364667,748.777879898608,1843.77612335278,1018.30886437872,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"38","Fall",2,2017,260.554177257637,5.33333333333333,1074.70771827768,406.85645409489,928.55730130071,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"39","Fall",2,2018,298.162168243896,3.3165954415,3510.88921924315,763.290668559771,374.723178136146,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"40","Fall",2,2019,294.296651040583,10.7936016508333,990.702162845083,427.219043849167,1031.21239321225,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"41","Fall",3,2000,247.822979011633,37.4751633988889,913.326099345883,1747.33356696323,497.420804629233,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
"42","Fall",3,2001,86.2502215126111,98.6573631183333,581.278132169111,1802.50407584611,565.146464658056,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
"43","Fall",3,2002,42.8426300801667,18.1205128208,227.956140354556,4140.60173945039,1633.42555105061,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
"44","Fall",3,2003,61.57352941175,3,1184.9526143845,467.945261401375,985.111111113125,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
"45","Fall",3,2004,182.256410257667,2.08974358966667,355.23717948725,707.141025642917,3644.833333344,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
"46","Fall",3,2005,204.515507543563,2.419956140375,175.383615288563,3063.678414785,3740.00563917019,"2005-2009","2000-2009","Penobscot Bay",NA,"Fall, 2005-2009"
"47","Fall",3,2006,218.3980994176,2.38888888891667,367.721491226642,1205.62412283093,1536.11871346349,"2005-2009","2000-2009","Penobscot Bay",NA,"Fall, 2005-2009"
"48","Fall",3,2007,161.846955128083,13.3385964912167,855.223923192,2172.49288702885,1763.24609198767,"2005-2009","2000-2009","Penobscot Bay",NA,"Fall, 2005-2009"
"49","Fall",3,2008,241.334851547729,10.39851130225,349.488529012854,1310.59750332365,6370.73895038858,"2005-2009","2000-2009","Penobscot Bay",NA,"Fall, 2005-2009"
"50","Fall",3,2009,318.524671027292,6.769736842125,888.549342104,3567.32916667267,4226.3365131905,"2005-2009","2000-2009","Penobscot Bay",NA,"Fall, 2005-2009"
"51","Fall",3,2010,428.618749997917,13.1111111110833,1052.34166666658,3999.53333333752,7333.54687501846,"2010-2014","2010-2019","Penobscot Bay",NA,"Fall, 2010-2014"
"52","Fall",3,2011,518.347222265958,1.47222222216667,691.243055597771,2877.34722241669,1928.45138868127,"2010-2014","2010-2019","Penobscot Bay",NA,"Fall, 2010-2014"
"53","Fall",3,2012,331.299617760188,9.95370370366667,1245.93230621381,2291.92029936821,553.339825512646,"2010-2014","2010-2019","Penobscot Bay",NA,"Fall, 2010-2014"
"54","Fall",3,2013,222.062035799333,54.7222222225,716.810030470708,2540.13272432008,584.291035336083,"2010-2014","2010-2019","Penobscot Bay",NA,"Fall, 2010-2014"
"55","Fall",3,2014,292.709931486107,5.33333333333333,1109.13053875029,4086.1868161038,766.635314762015,"2010-2014","2010-2019","Penobscot Bay",NA,"Fall, 2010-2014"
"56","Fall",3,2015,564.899750689833,1.8333333335,459.357371795042,1956.17432339017,2767.83796294692,"2015-2019","2010-2019","Penobscot Bay",NA,"Fall, 2015-2019"
"57","Fall",3,2016,448.7418096211,NA,852.211444705733,1224.85612062695,693.080535126154,"2015-2019","2010-2019","Penobscot Bay",NA,"Fall, 2015-2019"
"58","Fall",3,2017,383.951370591421,2.2916666665,955.637737559583,988.034283619767,1011.21449195844,"2015-2019","2010-2019","Penobscot Bay",NA,"Fall, 2015-2019"
"59","Fall",3,2018,506.735791076667,2.095238095,2266.5971752666,867.604266810525,214.901980151492,"2015-2019","2010-2019","Penobscot Bay",NA,"Fall, 2015-2019"
"60","Fall",3,2019,300.902710185786,0.952380952,497.835169426114,856.649859940458,885.947116526184,"2015-2019","2010-2019","Penobscot Bay",NA,"Fall, 2015-2019"
"61","Fall",4,2000,89.7482068811619,63.9352244275952,522.409603826533,2384.7970269281,307.009758745648,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"62","Fall",4,2001,84.4156930907262,57.8615794156667,614.455535856607,1422.79874663915,644.703459290762,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"63","Fall",4,2002,87.2666666666667,29.625,212.3,3175.1,1840.1,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"64","Fall",4,2003,143.298611107472,5.12499999991667,1060.25694444106,2176.28240712608,478.817129627694,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"65","Fall",4,2004,72.6841736726042,9.85235760970833,262.091347651063,1890.98332953492,2103.17987470913,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"66","Fall",4,2005,216.344613573875,13.289473685,197.194716775833,1822.956985826,3002.65186042167,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"67","Fall",4,2006,153.09375,5.6,216.614583333333,1619.95833333333,2654.45833333333,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"68","Fall",4,2007,135.563900561018,9.01234567922222,840.830084777958,1975.60696768008,1193.67388351789,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"69","Fall",4,2008,238.634649121367,19.18128655,462.8714912288,3037.70657890172,8934.65263155248,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"70","Fall",4,2009,333.741837233817,8.23653752433333,355.831907896825,3246.99755117819,3433.93462478061,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"71","Fall",4,2010,580.995798283333,29.535189075625,971.5164565825,1955.13567927092,13681.1535364184,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"72","Fall",4,2011,461.72853028365,60.9696637445,508.060861714437,1983.5819961032,2379.05128995541,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"73","Fall",4,2012,297.45846171589,20.8296296297833,1108.98465219591,3105.98559756413,2454.10117874669,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"74","Fall",4,2013,299.95678847625,7.48611111025,641.224286996767,2740.23318477178,2078.32330667555,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"75","Fall",4,2014,328.479166663313,1.5,844.276785758438,2927.28273809331,464.63988097425,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"76","Fall",4,2015,574.314015150533,2,701.7477272708,2437.5897727275,1397.52878787853,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"77","Fall",4,2016,476.629540595875,NA,1246.01148505542,1262.98771367671,396.610042736583,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"78","Fall",4,2017,263.396279456813,NA,944.333107670062,706.665713129671,984.200290250442,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"79","Fall",4,2018,414.922703814867,1.65399610122222,1846.25535347277,935.4614636525,199.783750431554,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"80","Fall",4,2019,271.302083333375,2,407.163194443208,1481.78125,740.32986111125,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"81","Fall",5,2000,133.360938576694,43.9049250245833,280.797632492294,1260.92574816218,199.384927356913,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"82","Fall",5,2001,117.0164502178,68.48917747725,1554.3056277444,51.287445888,243.6935064944,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"83","Fall",5,2002,249.722943721889,9.86402116402222,236.214320071619,595.059300523825,1323.71469799413,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"84","Fall",5,2003,142.514218552958,8.552631579,589.117718721896,232.533331899958,369.677129920375,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"85","Fall",5,2004,93.4750000004583,17.1805555555,70.0125000000417,384.612499999917,539.562499991625,"2000-2004","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"86","Fall",5,2005,374,12.25,135,72.75,3936.25,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"87","Fall",5,2006,166.867424236833,73.5,84.2462121210417,587.6704545455,1676.08143938879,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"88","Fall",5,2007,116.697265219775,41.8871148455333,271.174911544025,98.64803184045,520.012700862525,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"89","Fall",5,2008,268.148635473917,82.0945419125,375.240740737167,113.542397661167,3334.5860136795,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"90","Fall",5,2009,202.86111110275,71.5833333371667,226.844907407083,1200.750000034,453.4513888865,"2005-2009","2000-2009","East of Penobscot Bay","East of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"91","Fall",5,2010,201.424999990833,90.25416666675,770.28333333325,385.866666658333,2572.42916667483,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"92","Fall",5,2011,204.634906046,4.995506535875,267.92289624125,96.8249591436875,623.953941996437,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"93","Fall",5,2012,288.200194825258,20.0919473775556,405.619249617954,312.403217697737,403.808408717117,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"94","Fall",5,2013,253.2737471075,38.9302884625,480.299388111458,719.649402680833,120.334353146625,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"95","Fall",5,2014,311.709723882688,8.361111111,428.3138306754,1482.20973094489,118.745764866238,"2010-2014","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"96","Fall",5,2015,480.978280861258,7.66339869216667,586.747808344958,300.516122642967,750.352490928117,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"97","Fall",5,2016,555.559547331667,3.567251462,576.487508614167,150.305444470333,1193.82342189517,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"98","Fall",5,2017,342.804960320881,0.75,462.961309525074,569.277976160898,191.058134918521,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"99","Fall",5,2018,319.282407413646,4.851851852,437.237268519125,71.1157407409375,114.190972222354,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"100","Fall",5,2019,334.214712612613,1.584821428625,273.725787681917,1699.03828682284,479.871400686792,"2015-2019","2010-2019","East of Penobscot Bay","East of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"101","Spring",1,2001,115.293993155067,15.6360345307222,88.5131947513333,431.4073386034,347.9666191588,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"102","Spring",1,2002,167.712447785489,15.4444444444444,364.927252913489,849.715317311978,114.979652028528,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"103","Spring",1,2003,217.5747549005,1.94771241822222,245.10906863125,3346.69730391908,940.023284316667,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"104","Spring",1,2004,206.677579368417,2.91020852733333,367.628793223458,478.614729225583,2192.24153822365,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"105","Spring",1,2005,200.980263160688,3.6666666665,86.1475103224375,308.248258509313,2703.32165892731,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"106","Spring",1,2006,186.38614244095,2,75.5239505012167,781.420426041867,3231.26418912127,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"107","Spring",1,2007,244.5,1.16666666666667,138.95,1009.65,3305.7,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"108","Spring",1,2008,273.668408152275,8.63413547183333,396.662761518067,269.71542299835,4102.21299663765,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"109","Spring",1,2009,331.625000001333,1,499.549999999833,350.508333334983,4101.60833330028,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"110","Spring",1,2010,288.349264705125,9.09259259258333,524.575490195588,981.875980391012,3035.2110293879,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"111","Spring",1,2011,181.899561403317,2.22149122808333,189.728573273183,1248.12837977298,5981.76015220853,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"112","Spring",1,2012,169.682557183662,5.142810456975,560.153676466175,1131.3506535978,2633.85228758096,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"113","Spring",1,2013,175.454383507108,12.4788011697083,286.67561673825,1027.43583220638,439.458169922521,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"114","Spring",1,2014,195.666398224641,10.4885620919417,1295.40902193689,860.964355715238,994.836799730716,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"115","Spring",1,2015,132.827361251232,17.8041417654722,316.351806310905,1177.28277746332,759.57045694701,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"116","Spring",1,2016,192.719420079854,11.2222222222083,1017.73087231823,1020.52844788156,1239.42367204493,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"117","Spring",1,2017,134.926768003292,6.24269005841667,617.212787384417,868.945860582483,1058.2369603525,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"118","Spring",1,2018,134.166798939914,3.5,620.433730159636,1835.69927247483,711.492328027941,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"119","Spring",1,2019,168.553240742875,14.1666666666667,255.84374999975,1938.39930555484,671.753703703958,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"120","Spring",2,2001,104.779700768528,28.4674758809444,53.4467320283556,1835.96507481258,967.058761241744,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"121","Spring",2,2002,334.582356536867,3.64285714266667,121.6157509156,1151.94957264793,1453.47735042747,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"122","Spring",2,2003,110.278799019854,14.0649509802083,273.696691178688,3087.23805147069,2891.38051468963,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"123","Spring",2,2004,136.41776315585,4.04678362577778,133.683114035104,2740.7315789477,2164.02850877332,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Spring, 2000-2004"
"124","Spring",2,2005,209.55,3.83333333333333,61.2166666666667,864.3,4005.83333333333,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"125","Spring",2,2006,193.44384920575,3,24.9158730154167,2070.75238095225,7887.84484116142,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"126","Spring",2,2007,227.60877173197,2.23872496895833,88.4745480198512,360.706712749589,3988.45643924612,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"127","Spring",2,2008,164.858578429333,3.10915032671111,121.379929198437,1388.86467865033,6566.23082815915,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"128","Spring",2,2009,280.562500000504,2.05555555555556,322.756045753567,1556.75980393894,4208.28349669381,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Spring, 2005-2009"
"129","Spring",2,2010,179.297794116875,2.33333333333333,377.35514705875,1065.89240196079,6303.83382353137,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"130","Spring",2,2011,209.229166666667,2.13333333333333,263.741666666667,903.766666666667,5674.70416666667,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"131","Spring",2,2012,309.401579521658,1.55337690625,676.161628545108,822.430882329092,1565.30833335548,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"132","Spring",2,2013,303.963772167663,18.4727668848444,533.834232006742,2654.05892856061,670.409348733942,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"133","Spring",2,2014,263.35476190125,37.2916666666667,2482.5103174605,497.8825396827,1823.81349207815,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Spring, 2010-2014"
"134","Spring",2,2015,203.404437564308,7.61111111083333,429.578549300381,3514.30679158452,709.40933461325,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"135","Spring",2,2016,249.062160917537,8.4099071207,1327.62592509637,2089.58616395315,1286.84756193323,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"136","Spring",2,2017,194.705987659167,22.3684210526667,509.093018128786,1144.86287870399,1071.9893740513,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"137","Spring",2,2018,152.040534545695,3,488.131757702274,1995.31455415398,917.601832407292,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"138","Spring",2,2019,206.841981791407,10.6666666666667,250.675700281421,2993.69733891433,716.080508866679,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Spring, 2015-2019"
"139","Spring",3,2001,73.5737677485,49.0552770816349,160.425730993606,1482.6087715608,1114.62155388478,"2000-2004","2000-2009","Penobscot Bay",NA,"Spring, 2000-2004"
