"","Season","Region","Year","alewife","bass striped","butterfish","cod atlantic","crab atlantic rock","crab green","crab jonah","crab northern stone","crab red","cucumber sea","cunner","cusk","dogfish spiny","flounder atlantic witch (gray sole)","flounder winter","flounder yellowtail","haddock","hake atlantic red","hake silver (whiting)","hake white","halibut atlantic","herring atlantic","herring blueback","lobster american","lumpfish","mackerel atlantic","menhaden atlantic","monkfish","mussel horse","plaice american (dab)","pollock","pout ocean","redfish acadian ocean perch","scallop sea","sculpin longhorn","scup","sea raven","shad american","skate barndoor","skate clearnose","skate little","skate smooth","skate thorny","skate winter","smelt rainbow","squid long finned","squid short-finned","sturgeon atlantic","torpedo atlantic","wolffish atlantic","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"11","Fall",1,2010,1.461583333375,0,1.6578333333125,3.3325,0.3,0,0.456666666666667,0,0.326,0.015,0.551111111,0,48.6793333333333,1.7625,2.9733333333125,2.44408333333333,0.551666666625,7.549041666625,36.9260555555833,4.37223611108333,0.885,57.9778055555833,0.938416666625,27.5900416666667,2.15,7.14299999997917,0,3.10308333333333,0,8.93006944441667,0.416,0.12,3.129375,0.0285,1.666666666625,0.29,1.665,0.25,0,0,6.1455555555,1.01333333333333,3.86888888888889,1.52,0,0.64,0.299666666666667,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"12","Fall",1,2011,6.7887602338,0,4.13189912295,3.44854166666667,0.10375,0,0.33793695175,0,0,1.335,0.678888889,0,96.4506257286667,2.29791812866667,2.89480482456667,2.15972222222222,1.03857456141667,9.35975877191667,29.2222719296667,6.04489364035,4.935,13.9132017544,0.434315789466667,38.7434144733333,0.996666666666667,1.71833333333333,0,5.0365964912,0,5.56390789476667,0.026666667,0.0591666665,12.5779614036833,0.0631944445,0.646271929875,0,0.764166666625,1.21093567253333,7.62,0,2.34928362588889,1.075,3.2775,0,0.385,0.662664473683333,1.47994078945,0,12.28,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"13","Fall",1,2012,5.44696977120833,0,1.4325524926625,2.04722222225,0.0218333333333333,0,0.341823102729167,0,0,0,0.489709156875,0,6.29566666633333,0.5446388889,2.428890718,0.870980392166667,0.23599487975,5.0329369391875,34.9553884853125,1.7853125,0.91,19.550621637875,8.97216666644444,32.1429995271417,1.329375,1.24833333333333,0,2.49580610028889,0,5.23078722449167,0.09,0,0.879101551975,0.06164705875,0.802476416375,0.08,0.6547058825,0.8096898148,0,0,1.091644737,0.41,0.03,0,0,2.01587300711667,0.347188180916667,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"14","Fall",1,2013,12.3279722222083,0,3.4734375,1.24240740733333,0.14416666675,0,0.4445,0.06,0.38,0,1.9075,0,2.182,1.103,1.0750138889,0.62,0.486949074083333,6.72204166666667,22.2519999999792,1.2625,4.9,4.98502777783333,1.764,34.8914999985,1.37,0.955370370333333,0,2.00422222222222,0,9.00311111111111,0,0.115,4.859,0.334296296333333,1.27689814816667,0.155555556,1.36,1.69513888891667,0,0,1.0258333335,1.04,1.38833333333333,0,0,0.910416666683333,2.37,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"15","Fall",1,2014,4.88749078575,7.04,5.3938739496125,1.41754385966667,0.07,0,0.434787498133333,0,0,0,0.55306618825,0,7.23,0.560788245194444,1.27639155541667,1.17586491963333,0.718713628983333,5.07805352916667,36.5905213734792,1.0308602019375,12.4125,9.174311539375,0.2599264705,28.2864975885417,1.81583333333333,1.5817105265,0,1.32446252893333,0,2.84987044816667,0.1375,1.5,1.14431372554167,0.226545900208333,1.21186600690833,0,0.368421053,1.0149438854375,0,0,1.915,1.42,0.745784313666667,0,0,0.457322782220833,1.85499164583333,0,14.75,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"16","Fall",1,2015,11.88899229625,0,9.7786280458125,0.946296296333333,0.477236467333333,0,0.7015899685,0,0,0,0.820833333416667,0,2.6592105265,2.6096710526,1.82826973685,0.816008771916667,4.1141081310625,9.73009283633333,24.2894735156875,2.69337574978333,6.34,50.1913132309583,1.17489278753333,49.2992680181667,1.76035087716667,0.330123456777778,0,5.01982264966667,0,2.95899122804167,0.2525,0.269259259277778,0.866275462916667,0.220000000166667,2.70634294875,0,0.153247863,5.67331871358333,0,0,1.050972222,0,3.4,2.583333333,0.122222222,0.700114203729167,1.25235282638889,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"17","Fall",1,2016,6.97932407414167,0,3.29017379045833,2.8625,0.193378483,0,1.06279512095833,0,0.323333333333333,0,1.76010090577778,0,16.1147777778,2.20703703705556,1.4989428104375,0.795833333458333,13.5218920422917,21.9857116441667,47.4395475718125,2.539295235625,0,15.2919135804444,0.604259259222222,52.6575806251875,0.75583333325,12.033235294,0,3.89209876533333,0,5.99567901238889,5.15147058816667,0.103209876555556,3.45157120752083,0.313459695,1.1207190832625,0,0,0.884296296311111,0,1.19,3.677352941,0,1.35666666666667,0,0,2.0115975805625,0.973888888888889,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"18","Fall",1,2017,21.5435451628167,0,0.4468603927,8.30462353808333,0.31875,0,0.68277982631875,0,0,0,7.52147997636111,0,11.66,3.75544217690476,1.49428388372083,1.2658641456,7.1673384285,11.3881120945286,48.9022367744438,2.31917156865,0.008888889,3.12211657604167,3.7568624067619,39.8708985116354,1.44139153427778,4.6057271047875,0.014111111,5.49996073424524,0,2.86821254518056,2.3860562865,0.336527777666667,5.20974786379167,0.159526143708333,3.48721131884167,0,0.773335161,1.52718112246429,4.955,0,1.265,2.55,3.39208333325,2.1125,0.0035,0.177027895583333,2.04933305477778,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"19","Fall",1,2018,7.93766305413333,0,2.75525167699167,1.74,0.145,0,0.743377427554167,0,0,0,0.237524509708333,0,81.4325,2.14215617489444,2.14596753524167,3.24333333333333,11.2481916981667,20.64240012375,59.4169190558333,4.84291483709167,0,1.1906800825375,0.153040935694444,53.7089775593958,1.13914569836667,0.415204678333333,0.037,2.62236822558333,0.16,3.35186806155833,0,0.208333333333333,2.10060270395556,0.1039090909,1.49376568048889,0,1.3781862745,0.525925925916667,8.375,0,0.81578947375,0,2.98,2.3,0.008421053,0.0722222223333333,6.929418908375,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"20","Fall",1,2019,8.2380543370625,0,0.510895711466667,0.746666666666667,0.0805,0,0.529671052625,0,0,0,0.737378655,0,158.165789473333,3.22001461988889,2.40884990251111,3.0873879142,9.815065789,10.330418616175,35.2793812867667,4.618757310125,1.88,3.6269444441875,0.620690789416667,43.8869044826167,0.495146198777778,1.56738466538889,0.75,2.942421052675,0,3.27626218327778,1.15666666666667,0.139181286555556,0.594587719395833,0.06508771925,2.22481286546667,0,1.597631579,1.5954385965,6.735,0,1.229122807,0.006,6.004,0,0,0.220493421058333,1.33635964916667,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"21","Fall",2,2000,9.81732804238333,0,0.7672222224,0.075,0.428434744277778,0,0,0,0,0,0.035,0,12.1091269839167,0.36825396825,1.60602733686667,0.490740740666667,0.275,2.40610119044444,96.8370590851556,1.83610559963889,0,14.7205026458889,0,58.7991512342778,0.02,0.374537037,0.165925926,4.32891313936111,0,1.94551917983333,0.4,0,0.0851851853333333,0.9799206349,2.42940806872222,2.89494708986667,0.816666666666667,0.3839285715,0,0,3.11084656083333,0,0.555555556,1.6,12.0986111116667,0.606944444444444,0.24484126975,16.5,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"22","Fall",2,2001,14.8960612427111,0,0.348939818361111,0.181723113388889,3.19264705875,0,4.79185892564444,0,0,0,0.18,0,15.339915966,3.045887446,2.56929590019444,0.680357142875,0.3415441175,3.0475647228,42.7129868022222,1.98336940833333,0.0633333333333333,21.0079322585111,0,65.0441855529722,0.63961038975,0.920202020111111,0,8.41437568948889,0,3.9070995672,0.06130952375,0.1,0.0872871572,1.43991002446667,3.16058908415556,0,0.496970121333333,0.142857143,0,0,2.15641774877778,0,0.8977591035,2.9904761905,3.828932179,0.955140905,0.39010440545,0,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"23","Fall",2,2002,16.0992880788056,0,0.975748385055556,0,0.132222222,0,0.314680655861111,0,0,0,1.136111111,0,61.6947447175556,0.72,2.50528685541667,0.43222222225,0.09,4.3213684211,27.2982624701111,2.88148194013333,0.266666667,13.3459091847167,0.307069716833333,54.9425126700778,0,5.20034113061111,0.59555555575,1.70847712416667,0,1.01409161786667,0.2934210525,0,0.095,0.3111052632,2.82558536861111,0.183921568666667,0.487777778,0.18964052275,0,0,1.11409356716667,0,0,4.76,15.629629629,0.914054389805556,0.1608421052,11.78,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"24","Fall",2,2003,14.0129166666667,0,0.585277777833333,1.63625,0.17,0,1.21697916670833,0.48,0.15,0.0125,1.575,0,60.4945833333889,1,1.91833333333333,0,1.00125,5.728125,76.79333333375,4.20916666708333,0,0.434166666666667,0.922222222222222,31.657916666625,0,1.99611111105556,0.031875,7.94888888944444,0,5.08722222216667,0.0325,0,1.78,1.01125,1.64694444444444,0.3125,2.15,0.975,0,0,0,0,0,0,0.075,0.33541666675,0.731666666666667,0,8.35,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"25","Fall",2,2004,7.78130952329167,0,0.7381944444375,1.2615079365,0.653333333333333,0,0.510753968166667,0,0,0,2.424074074,0,86.04492063575,2.08,5.13444444441667,0.76,1.410416666625,4.28182539666667,35.0226884921875,4.2231547621875,0.245,4.54879629633333,0.470555555583333,17.5300694441667,2.72,2.670277777625,0.0992592593333333,7.22851851888889,0,3.97325396816667,0.1725,0.18,0.248492063541667,0.0733333333333333,3.19370370366667,7.47277777775,0.23,0.135,0,0,1.28,0.22,5.625,0,13.07500000175,0.0978174603125,0.304338624333333,7.16,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"26","Fall",2,2005,13.8626785712083,0,0.72277777775,1.83571428566667,0.5125,0,1.06263888891667,0.9242857145,0,0,0.05375,0,39.2711111111111,1.89166666666667,1.477916666625,0.27,0.0625,3.04253968255556,4.45352678577083,2.84821428572917,3.06,7.195446428375,2.041875,59.93479166875,0.375,0.555555555583333,1.7180555555,4.04825396819444,0,5.50398809522917,0.04,0,0.462589285770833,0.0667857145,4.43166666666667,0,0.469523809666667,0.4316666666875,0,0,3.04,2.14,6.51952381,0,5.21625,0.06226190475,0.503121693111111,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"27","Fall",2,2006,10.111781047125,0.96,0.7608033769375,2.43666666666667,0.5844444445,0,0.570947712375,0,0.98,0.346666667,1.30222222233333,0,73.8222222223333,1.50791666666667,1.95270515619444,0,0.0366666666666667,2.28065359475,4.30806781047917,3.39333333333333,0,1.60958605672917,0.13283496725,21.8323120910417,1.71,9.3733333315,0.013333333,4.88679012344445,0,9.36128540311111,0.16,0,0.511699346444444,0.135,0.7550000000625,0,0.94,0.489444444444444,0,0,1.99,0,3.67,0,10.004444445,0.929170751625,1.65055555555556,6.06,10.37647059,5.535,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"28","Fall",2,2007,47.143460191,0,1.4403927126,1.86397660833333,0.406140351,0,1.4009967948125,0.76,0.44,0,0.134941520333333,0,14.4362280683333,3.650394736875,1.8560616285,0.52,0.293333333,4.510331983875,62.568122134375,5.14421288820833,1.37,83.8438523379167,15.468981612625,45.9163765103333,4.257660819,2.69290448388889,0,3.93695546565,0,8.47087179483333,0.2433333335,0,0.212414529888889,0.11,4.656536437175,0,0.6233333335,2.29805555558333,0,0,1.85069500666667,1.08,3.36,1.7627530365,17.9863157893333,0.5013900135,3.93554925783333,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"29","Fall",2,2008,19.1931162465417,0,1.54170868354167,2.348888889,0.25428571425,0,1.23584967322222,0.4,0.06,0,0.43641456575,0,9.42,7.4075,1.300403828125,0.289999999833333,0.0605882353333333,6.71554038275,77.4418755832083,6.21724789920833,3.95444444433333,20.4690639585,1.94969498911111,69.8337550472222,1.79035714266667,0.8815686275,0,7.08388888888889,0,9.57329520688889,0,0,2.19631808277778,0.0544444444444444,3.13152777766667,0,0,0.47758928575,0,0,0.900522875833333,1.06,9.71,0,26.8638095215,0.613602941166667,6.11166666666667,11.38666667,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"30","Fall",2,2009,21.08523839,0,4.32491253855,0.161666666666667,0.47684210525,0,0.542083333375,0.3,0,0.4,0.2225,0,49.3510784314167,0.9620588235,0.851473684144444,1.06,1.82,4.53898039213333,32.178357070575,5.4580255418,0.29,28.25575876775,10.961970588,39.391149127,4.9204705882,0.3841666665,0,4.8825,0,7.299,0,0,0.1679810457,0.0851985295,0.992329549366667,0.0788011696111111,0.33,2.83745097988889,0,0,0.8,1.02,0.72,0.58,7.58964912275,0.242841460325,5.8062941176,9.3,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"31","Fall",2,2010,15.6396359652083,0,1.083638157875,1.6925,0.326666666666667,0,0.317817982416667,0.22,0.52,0,3.325,0,5.0425,1.2315,2.11164473683333,0.52,0.155263157916667,2.7694111841875,43.4587894736875,1.1306365131875,1.14,18.8422105263125,0.502083333333333,47.2550635958333,0.623333333333333,5.39061951752083,0,1.55933333333333,0,2.798,0,0,0.698566447375,0.228,1.15958333333333,0.042105263,0,0.323596491222222,0.72,0,1.93,0.16,0.307333333333333,0,17.00842105275,0.560921052666667,1.38388888888889,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"32","Fall",2,2011,4.12636710233333,0,1.788744280925,0.1,0.32,0,0.376278867177778,0,0.25,0,6.2333333315,0,87.7661328975,1.75613834425,0.9161764704375,0,1.6816666665,6.35939724061111,33.3505827886667,4.2893623365625,10.2266666665,142.967855391896,0.620490196166667,38.286373366475,1.828529412,0.460123456777778,0,3.8248333333,0,3.88412309379167,0.12,0.15,0.6352432825,0.10049564275,0.57097222225,0,0,1.87666666666667,2.84,0,0,0,0.02,0,0.203703703666667,0.180727124229167,2.29470043575,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"33","Fall",2,2012,10.714920940275,0,3.1906456040625,0.3841666665,0.0477884615,0,0.707310541327778,0.36,0,0,7.843888889,0,4.171428571,0.327777777833333,1.055099715125,0.136825397,0.269764957333333,1.931944444275,45.499279611,1.087131257675,0.807407407333333,19.13342277175,0.5844444445,32.679307082,1.13857142858333,1.43527777783333,0,0.436328042333333,0,2.18111904775,0.42,0,0.747037036944444,0.0844126985333333,0.31112713675,0,0,1.79970899466667,0,0,1.28527777775,0,1.025,0,0.425,1.13379884,2.6836547619,7.85,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"34","Fall",2,2013,9.59318859587917,0,0.54109356725,0.2485,0.05,0,0.453879142222222,0.35,0,0,0.026666667,0,0,0.290921052625,1.06774122802083,0.33625,2.002542763125,4.00338011697778,30.3558377164375,0.893916666695833,2.125,44.49243421475,0.657061403416667,47.680617689625,1.82220760230556,0.2468421055,0,5.07232456141667,0,0.858785087775,0.28,0,1.62884210526667,0.2496578947,0.477324561375,0,0,0.585,0,0,1.382105263,0,0,0,0.0025,0.404498538025,0.8523421053,0,60.4,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"35","Fall",2,2014,14.1609583333333,0,1.12645833333333,0,0.227013889,0,0.311118055583333,0,0,0,2.78875,0,2.12,1.23340277783333,1.47982986111667,0.494375,0.167361111,4.25138888888889,62.7872685184167,2.28261574070833,0,32.8305208305833,0.09,64.77462963,1.49965277777778,2.1256944445,0,0.7707083333,0,1.05935185183333,0.125,0,0.718166666666667,0.25733333325,0.645555555577778,0,0,0.1983703704,0,0,1.68,0,0.726666666666667,0,1.69398148133333,0.650344907416667,1.86388888891667,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"36","Fall",2,2015,18.3358388157292,0,0.8972478069375,0.142857143,3.81777777766667,0.24,1.00528581879167,0,0,0,0.026666667,0,0,2.763625,0.717295426016667,0.189953007625,0.539424864333333,8.6092222222,23.0771524647083,4.2730927318625,2.35,14.919167763375,1.805,58.2076390964583,0.485456140333333,0.241666666666667,0,1.334333019975,0,2.2805012531,0,0,0.0380544486,0.54,0.465509868416667,0,0.1283333335,0.936650219375,0,0,0,0.495,0.75,0,2.424013158,0.6366744986875,0.728083333333333,26.62666667,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"37","Fall",2,2016,25.1559346402167,0,1.6538321078125,1.29,0.147985294125,0,1.61746759265,0.36,0,0,0.1766666665,0,0,0.993431372583333,0.740936478708333,0.32,4.00658333333333,3.78798039215,31.5342647054583,3.26879738562222,0,54.4030269621667,0.1087037035,40.28743157675,0,0.485784313666667,0,1.40707244011111,0,2.2716949891,0,0,0.275407407444444,0.68,0.25365808825,0,0,0.910500000016667,0,0,0.57,0.59,0,0,0.07433333325,1.03500796570833,0.4639068627,0,16.516666665,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"38","Fall",2,2017,4.55653291789286,0,0.289670730125,1.38985294111111,0.0415,0,1.32266498040476,0.37,0.595,0,7.675,0,1.605,0.990865497047619,0.763327205875,0.16,8.07867892158333,7.04658198807143,52.8476911209786,4.26945250072619,0.0579411765,13.5815264954732,2.44466087095833,37.1854238305327,1.96512719296667,3.18133474313333,0.05,2.96215634675,0,2.0952438724375,1.26,0,0.462592741095238,0.473333333333333,0.723452657375,0,0.419642857,0.849564843416667,0.44,0,0.8,0,4.12,0,0.1105,0.264801710119048,3.40820906433333,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"39","Fall",2,2018,12.3629152605,0,0.421457818,0,0.587222222,0,0.727708117708333,0,0,0,0.06555555525,0,23.185,0.789885477611111,2.1346574165625,0.3525,1.14020467833333,13.9715743080417,152.400500877104,9.06823507066667,0,3.713408682,0.168190883166667,47.1928594962917,0.402,2.663631354,0,2.12190508325,0.14,1.34606968808333,0,0,0.08799273225,0.19,0.863435297666667,0,0.048611111,0.560441845444444,0,0,0,0,0,0,0.433333333,0,1.84144357277083,71.97777778,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
