"","Season","Region","Year","alewife","bass striped","butterfish","clam ocean quahog","cod atlantic","crab atlantic rock","crab green","crab jonah","crab northern stone","crab red","cucumber sea","cunner","cusk","dogfish spiny","flounder atlantic witch (gray sole)","flounder winter","flounder yellowtail","haddock","hake atlantic red","hake silver (whiting)","hake white","halibut atlantic","herring atlantic","herring blueback","lobster american","lumpfish","mackerel atlantic","menhaden atlantic","monkfish","plaice american (dab)","pollock","pout ocean","redfish acadian ocean perch","scallop sea","sculpin longhorn","scup","sea raven","shad american","skate barndoor","skate clearnose","skate little","skate smooth","skate thorny","skate winter","smelt rainbow","squid long finned","squid short-finned","sturgeon atlantic","torpedo atlantic","wolffish atlantic","YEAR_GROUPS","YEAR_DECADES","REGION_NEW","REGION_YEAR","SEASON_YEAR"
"25","Fall",2,2004,443.374999991458,0,58.416666666875,1,6.02380952383333,5.18518518516667,0,5.533068783,0,0,0,38.592592587,0,56.14285714275,14.7539682533333,90.24999999725,3,19.47222222225,24.0357142858333,615.288690473104,35.5337301614375,1,115.412037040833,8.43981481475,74.29861111,1,40.5694444445,7.62962963066667,7.28571428555556,47.02777777775,2.08333333325,2,31.920634920375,2.66666666666667,36.2469135802222,490.8611111945,1.6666666665,5.72222222216667,0,0,2,1,3,0,548.972222275,4.56448412683333,4.38359788355556,1,0,0,"2000-2004","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2000-2004","Fall, 2000-2004"
"26","Fall",2,2005,487.721726211667,0,91.2916666666667,0,2.14285714283333,3.1875,0,7.23611111108333,1.9285714285,0,0,1.75,0,21.4523809522222,54.904761905,19.166666666625,1.5,3.125,16.0793650793333,66.8318452383542,26.5818452380625,1,452.720238074417,63.15625,298.53125,1,13.25,268.958333333333,4.67857142852778,91.2351190475,1,0,100.196428571667,1.4642857145,49.25,0,1.80952380966667,6.5,0,0,3,2,2.142857143,0,242.72916666675,2.75892857141667,8.417989418,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"27","Fall",2,2006,350.53349671125,1.333333333,27.5517429190833,0,1.111111111,7.22222222125,0,3.67156862747917,0,3,1.333333333,18.074074073,0,44.1111111111111,20.4583333333333,19.0288671023333,0,1.48148148133333,16.6286764706458,63.3390522876667,33.7328431356458,0,31.1217320257917,3.8496732025,99.29861110625,1.5,128.666666685,1.333333333,6.24074074066667,167.330065359444,2.666666667,0,9.970588235,3.5,7.09354575175,1.333333333,2.22222222216667,13.5,0,0,1.8333333335,0,2.5,0,347.7777778335,43.70996732,11.75,1,1.176470588,1,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"28","Fall",2,2007,667.991160621458,0,41.337179487125,0,2.35087719311111,3.096491228,0,8.9650472331625,2.5,4,0,3.54385964916667,0,10.4824561416667,34.032894736875,41.0645524025,2.3333333335,16,32.117020917875,1014.75544873087,37.9832489877917,1.08333333325,2381.97989745833,176.506562079271,223.241250575467,4.312865497,56.1364522388889,0,4.67103576235,101.522064775,1.1666666665,0,12.6089743583333,17.3333333333333,42.7890688315,0,1.1666666665,68.24883040925,0,0,2.047908232,1.5,1.25,1.160931174,886.736842106667,42.5828834933333,32.4771255091667,0,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"29","Fall",2,2008,323.051937412083,0,172.105800654167,0,5.88888888777778,2.5714285715,0,7.23910675422222,1,1,0,7.26820728275,0,14.75,67,23.4661531323333,2.00000000016667,3.362745098,51.62715919725,1082.75822829525,131.513713816667,2.44444444433333,391.0840336375,16.8344226578889,383.883442261111,2.46130952383333,4.7843137255,0,7.19444444438889,118.301198257444,0,0,85.8099128503333,3.22222222222222,27.0927287574167,0,0,4.60714285725,0,0,1.08496732016667,1,2,0,1257.5714285,47.6389472460833,45.5833333333333,1.333333333,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"30","Fall",2,2009,556.302850835,0,159.90506964475,1,5.16666666666667,8,0,3.229166666625,1,0,1.052631579,5.86842105275,0,84.7107843136667,15.8308823529,14.9573099416111,4,67,28.836601307,713.79703301525,37.31501548025,1.5,3503.8700597563,110.43970588,198.0004386025,5.6205882353,1.8333333335,0,5.816176470625,104.397058826667,0,0,11.4810457515667,3.301470588,6.90027519786667,5.36549707561111,1,21.8496731998889,0,0,1.333333333,1,1,1,247.32456139175,10.869840041225,33.948529412,1,0,0,"2005-2009","2000-2009","West of Penobscot Bay","West of Penobscot Bay, 2005-2009","Fall, 2005-2009"
"31","Fall",2,2010,733.5490131875,0,115.35707236875,0,1.125,3,0,2.15021929825,1,2,0,58.1666666666667,0,4.875,38.7,36.129385965,2,5.13377192983333,21.2008223684375,802.77532895,13.486348684375,1,1323.787664475,13.6875,263.143914475,1.5,95.9786184210625,0,2.7,30.375,0,0,29.952467105,8.5,12.2708333333333,1.052631579,0,7.20760233922222,1,0,2.5,1,1,0,648.6578947375,53.5888157895,9.33333333333333,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"32","Fall",2,2011,129.731209153104,0,89.6541666686625,0,4.6666666665,2.666666667,0,2.49237472764444,0,2,0,114.1666666665,0,49.2053376908333,23.09912854,11.481617646875,0,71.4999999835,39.0217864927778,403.680555554208,44.1480119814375,1.8333333335,2187.94880172192,61.4730392155833,201.56789216445,1.676470588,3.24691358022222,0,3.1519607843,41.6198257086667,1,1,11.9665940451667,4.07461873641667,4.763888888875,0,0,257,1,0,0,0,1,0,3.59259259233333,29.324346405125,14.7799564274167,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"33","Fall",2,2012,281.945451766025,0,331.325129709687,0,1.3214285715,1.8846153845,0,4.43652828661111,1,0,0,168.500000011,0,2.857142857,9.23015873003333,14.600783476375,1.095238095,5.57585470083333,17.2349664220625,1315.42867825792,7.1627823564125,1.35185185183333,1602.42073412759,7.56349206316667,175.983363859083,2.70634920633333,11.1111111116667,0,1.86349206341667,28.47301587325,4.54166666675,0,15.0185185173889,3.41904761893333,2.7240537240625,0,0,14.3518518518333,0,0,1.15277777775,0,1.5,0,11.25,89.4299450555833,19.738492064125,1,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"34","Fall",2,2013,300.770394739667,0,16.3358187137333,1,1,2,0,5.67446393763889,1,0,0,1.333333333,0,0,3.394736842125,12.93530701775,1.769736842125,29.5551900584583,49.214035088,762.983114060833,11.6146929828833,1,3089.72543815896,6.78508771933333,231.120979529167,2.78508771936111,1.0263157895,0,2.33771929825,9.96447368420833,1,0,13.2403508774,14.0868421053,2.52631578941667,0,0,3.91666666666667,0,0,1.552631579,0,0,0,1.5,35.769517544,4.8565789474,0,1.333333333,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"35","Fall",2,2014,313.100694447208,0,155.902777777583,0,0,2.784722222,0,2.7263888888,0,0,0,46.6875,0,1,52.9166666666667,22.41620370335,2.08333333325,2.77777777766667,39.1111111111111,1366.37152776392,39.3587962966667,0,3430.85300888887,1.25,322.3668981475,2.98611111113889,7.777777778,0,2.1708333333,29.9166666666667,1.25,0,15.12962963,9.75833333325,4.97222222222222,0,0,2.4564814814,0,0,3,0,1,0,59.3240740733333,48.63101851875,14.8055555555833,0,0,0,"2010-2014","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2010-2014","Fall, 2010-2014"
"36","Fall",2,2015,853.604010049188,0,96.150767567625,0,1.428571429,52.5555555556667,5,7.0873955722,0,0,0,1.333333333,0,0,48.00833333325,15.3668233081,1.066729323375,17.295478279,58.0166666666667,402.669413114167,72.42487469,1,791.966392529188,156.5,301.352882182083,1.37865497077778,1.66666666666667,0,11.534210528,22.2040517961333,0,0,4.39871553915,12,3.31752558479167,0,1.1666666665,50.54440789475,0,0,0,1,1.5,0,163.13815789475,29.024788534375,5.70833333333333,2.666666667,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"37","Fall",2,2016,773.199183000667,0,179.947834965812,0,1,2.282883986875,0,10.707080609925,2,0,0,4.6666666665,0,0,17.0239651418889,9.57383578441667,1.5,10.6931372548,24.920915032475,664.758496730417,17.5864923753556,0,1876.4869280905,1.88888888883333,199.92440767775,0,3.01670297727778,0,4.50490196077778,15.6117647061111,0,0,5.08148148111111,67.75,1.533700980375,0,0,12.6616013071083,0,0,1,2,0,0,3.22222222225,43.5139501617083,4.2186274509,0,1.1666666665,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"38","Fall",2,2017,116.886544485723,0,26.2976866184167,0,2.80392156877778,2.25,0,7.62101024639286,1,2,0,113.75,0,1.625,11.8399122806984,12.4166666666667,1,19.921078429,57.1570286014286,1053.37472817443,35.40510835955,4.0294117645,253.781326017089,29.9427474929167,206.811986304196,3.18245614036667,21.7335369690667,6.25,6.34051212583333,10.4531862743125,3,0,19.6684404021786,10.6666666666667,4.6119711041875,0,1.9642857145,15.8875558995417,1,0,1.052631579,0,2.5,0,6.66666666666667,36.1544946925833,22.0706627680556,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"39","Fall",2,2018,625.34916215125,0,50.9040288990833,1.538461538,0,5.9444444445,0,4.9048315901875,0,0,0,1.361111111,0,63,19.1477826511667,28.985190338125,1.78947368425,2.37426900583333,80.3634517007083,3357.94745276396,40.0061291060417,0,133.855937922222,3.10826210816667,246.091094527292,1.5,17.9272660821042,0,2.8925087159375,9.86988304108333,0,0,12.1335540373125,3,6.8325086235,0,1.1805555555,5.68762183233333,0,0,0,0,0,0,15.55555556,0,17.4099401145,3.333333333,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"40","Fall",2,2019,201.926327257792,0,22.4207416007083,0,1.38916121983333,3.89889705875,0,3.11545407625,1.052631579,2.105263158,0,33.868055555,0,2.73684210516667,20.6099071214444,33.3797634059444,1.57309941533333,7.43013989166667,58.58334766525,873.31490937855,27.3176757252167,4.705882353,242.214619903133,5.64586199975,231.398904222854,1.10964912275,2.48910675373333,0,4.07492260066667,20.0309138861222,1.552631579,0,16.8520532336333,10.1754385966667,3.90277777775,0,1.111111111,7.438725489125,1.552631579,0,0,0,1.552631579,0,110.287854031667,11.3032421737917,7.59631922897778,0,0,0,"2015-2019","2010-2019","West of Penobscot Bay","West of Penobscot Bay, 2015-2019","Fall, 2015-2019"
"41","Fall",3,2000,333.340392443167,0,1.08918128655556,0,6.48175381266667,12.4027777778333,0,5.73333333333333,0,0,4.5,4,0,0,2.5,26.6198758745333,1.8055555555,3.06617933722222,6.17854890441667,874.262065691667,12.1221089898667,0,1924.70665061422,0,230.889463646667,1,3.24561403516667,36.1944444444444,3.159750411,4.58617131066667,37.5,0,1.75833333333333,36.9196078433333,87.8512469881111,16.43467492175,2.84346596330556,1,0,0,1.3595588235,1.125,0,0,96.375,3.24652562777778,1,0,0,0,"2000-2004","2000-2009","Penobscot Bay",NA,"Fall, 2000-2004"
